Orthogroup	fast	lk	lp	slow
OG0006475	TRINITY_GG_19057_c1_g1_i13.p1	TRINITY_GG_24139_c1_g1_i9.p1	TRINITY_GG_32085_c0_g1_i8.p1	TRINITY_GG_9883_c1_g1_i5.p1
OG0006476	TRINITY_GG_19057_c1_g1_i13.p2	TRINITY_GG_24139_c1_g1_i9.p2	TRINITY_GG_32085_c0_g1_i8.p2	TRINITY_GG_9883_c1_g1_i5.p3
OG0006477	TRINITY_GG_19059_c0_g1_i1.p1	TRINITY_GG_7509_c0_g1_i9.p1	TRINITY_GG_16920_c1_g1_i12.p1	TRINITY_GG_34578_c0_g1_i1.p1
OG0006478	TRINITY_GG_19059_c1_g1_i1.p1	TRINITY_GG_7509_c0_g1_i9.p2	TRINITY_GG_16920_c4_g2_i1.p1	TRINITY_GG_34578_c1_g3_i1.p1
OG0006479	TRINITY_GG_19063_c0_g1_i10.p1	TRINITY_GG_7514_c0_g2_i11.p1	TRINITY_GG_16920_c0_g1_i2.p1	TRINITY_GG_34570_c0_g2_i14.p1
OG0006480	TRINITY_GG_19068_c0_g1_i8.p1	TRINITY_GG_21561_c2_g1_i1.p1	TRINITY_GG_28545_c0_g1_i14.p1	TRINITY_GG_34588_c1_g1_i18.p1
OG0006481	TRINITY_GG_19068_c1_g1_i1.p1	TRINITY_GG_21561_c0_g1_i44.p1	TRINITY_GG_28544_c0_g1_i54.p1	TRINITY_GG_34588_c0_g1_i5.p1
OG0006482	TRINITY_GG_19068_c2_g2_i1.p1	TRINITY_GG_21561_c1_g1_i16.p1	TRINITY_GG_28546_c0_g1_i6.p1	TRINITY_GG_34589_c1_g1_i5.p1
OG0006483	TRINITY_GG_19070_c1_g1_i9.p1	TRINITY_GG_24558_c1_g1_i7.p1	TRINITY_GG_29336_c0_g1_i22.p1	TRINITY_GG_31270_c0_g1_i12.p1
OG0006484	TRINITY_GG_19070_c1_g1_i9.p2	TRINITY_GG_24558_c1_g1_i7.p2	TRINITY_GG_29336_c0_g1_i22.p2	TRINITY_GG_31270_c0_g1_i12.p2
OG0006485	TRINITY_GG_19070_c1_g1_i9.p3	TRINITY_GG_24558_c1_g1_i7.p3	TRINITY_GG_29336_c0_g1_i22.p3	TRINITY_GG_31270_c0_g1_i12.p3
OG0006486	TRINITY_GG_19070_c2_g1_i1.p2	TRINITY_GG_24558_c5_g1_i1.p2	TRINITY_GG_29336_c6_g1_i1.p2	TRINITY_GG_31270_c7_g1_i1.p2
OG0006487	TRINITY_GG_19070_c3_g1_i8.p1	TRINITY_GG_24558_c6_g1_i1.p1	TRINITY_GG_29336_c20_g1_i13.p1	TRINITY_GG_31270_c3_g1_i6.p1
OG0006488	TRINITY_GG_19070_c4_g1_i3.p1	TRINITY_GG_24558_c2_g1_i2.p1	TRINITY_GG_29336_c3_g1_i4.p1	TRINITY_GG_31270_c6_g1_i2.p1
OG0006489	TRINITY_GG_19070_c6_g1_i1.p1	TRINITY_GG_24558_c4_g1_i1.p1	TRINITY_GG_29336_c4_g1_i6.p1	TRINITY_GG_31270_c5_g1_i7.p1
OG0006490	TRINITY_GG_19071_c0_g1_i1.p1	TRINITY_GG_24559_c0_g1_i2.p1	TRINITY_GG_29336_c5_g1_i1.p1	TRINITY_GG_31270_c4_g1_i1.p1
OG0006491	TRINITY_GG_19072_c0_g1_i6.p2	TRINITY_GG_24560_c0_g1_i133.p1	TRINITY_GG_29333_c0_g1_i14.p1	TRINITY_GG_31276_c2_g1_i8.p1
OG0006492	TRINITY_GG_19072_c0_g1_i6.p1	TRINITY_GG_24560_c0_g1_i133.p2	TRINITY_GG_29333_c0_g1_i14.p2	TRINITY_GG_31276_c2_g1_i8.p2
OG0006493	TRINITY_GG_19072_c0_g1_i6.p4	TRINITY_GG_24560_c0_g1_i133.p5	TRINITY_GG_29333_c0_g1_i14.p3	TRINITY_GG_31276_c2_g1_i8.p3
OG0006494	TRINITY_GG_19072_c0_g1_i6.p3	TRINITY_GG_24560_c0_g1_i133.p3	TRINITY_GG_29333_c0_g1_i14.p4	TRINITY_GG_31276_c7_g1_i3.p1
OG0006495	TRINITY_GG_19072_c1_g1_i9.p1	TRINITY_GG_24560_c1_g1_i52.p1	TRINITY_GG_29333_c2_g1_i44.p1	TRINITY_GG_31276_c3_g1_i44.p1
OG0006496	TRINITY_GG_19072_c2_g1_i42.p2	TRINITY_GG_24560_c2_g1_i3.p2	TRINITY_GG_29333_c1_g1_i8.p1	TRINITY_GG_31276_c0_g1_i5.p1
OG0006497	TRINITY_GG_19072_c2_g1_i42.p1	TRINITY_GG_24560_c2_g1_i3.p1	TRINITY_GG_29333_c1_g1_i8.p2	TRINITY_GG_31276_c0_g1_i5.p2
OG0006498	TRINITY_GG_19073_c1_g1_i10.p1	TRINITY_GG_24560_c3_g1_i17.p1	TRINITY_GG_29333_c3_g1_i25.p1	TRINITY_GG_31276_c1_g2_i14.p1
OG0006499	TRINITY_GG_19075_c1_g1_i1.p3	TRINITY_GG_9070_c3_g1_i1.p3	TRINITY_GG_12805_c14_g1_i1.p3	TRINITY_GG_12885_c4_g1_i1.p3
OG0006500	TRINITY_GG_19077_c0_g1_i5.p2	TRINITY_GG_20635_c0_g1_i8.p2	TRINITY_GG_32322_c0_g1_i3.p2	TRINITY_GG_10179_c0_g1_i5.p2
OG0006501	TRINITY_GG_19077_c1_g1_i11.p2	TRINITY_GG_20635_c1_g1_i27.p3	TRINITY_GG_32322_c1_g1_i1.p3	TRINITY_GG_10179_c1_g1_i4.p4
OG0006502	TRINITY_GG_19077_c1_g1_i11.p1	TRINITY_GG_20635_c1_g1_i27.p1	TRINITY_GG_32322_c1_g1_i1.p1	TRINITY_GG_10179_c1_g1_i4.p1
OG0006504	TRINITY_GG_19086_c0_g1_i3.p1	TRINITY_GG_27754_c0_g1_i1.p1	TRINITY_GG_4799_c0_g1_i1.p1	TRINITY_GG_12934_c0_g2_i4.p1
OG0006505	TRINITY_GG_1908_c0_g1_i2.p1	TRINITY_GG_10200_c0_g1_i3.p1	TRINITY_GG_34811_c0_g1_i38.p1	TRINITY_GG_27160_c0_g1_i11.p1
OG0006506	TRINITY_GG_1908_c0_g1_i2.p2	TRINITY_GG_10200_c0_g1_i3.p2	TRINITY_GG_34811_c0_g1_i38.p2	TRINITY_GG_27160_c0_g1_i11.p2
OG0006507	TRINITY_GG_1908_c0_g1_i2.p3	TRINITY_GG_10200_c0_g1_i3.p3	TRINITY_GG_34811_c0_g1_i38.p3	TRINITY_GG_27160_c0_g1_i11.p3
OG0006508	TRINITY_GG_19093_c0_g1_i4.p2	TRINITY_GG_28231_c0_g1_i14.p2	TRINITY_GG_8202_c0_g1_i51.p2	TRINITY_GG_9130_c0_g1_i15.p2
OG0006509	TRINITY_GG_19096_c0_g1_i6.p1	TRINITY_GG_28228_c0_g1_i7.p1	TRINITY_GG_8202_c5_g1_i52.p3	TRINITY_GG_9126_c2_g2_i5.p1
OG0006510	TRINITY_GG_190_c0_g1_i8.p1	TRINITY_GG_13488_c0_g1_i6.p1	TRINITY_GG_16209_c0_g1_i11.p1	TRINITY_GG_11507_c0_g1_i6.p1
OG0006512	TRINITY_GG_19106_c0_g1_i3.p1	TRINITY_GG_18122_c0_g1_i1.p1	TRINITY_GG_8236_c0_g1_i1.p1	TRINITY_GG_28622_c0_g1_i5.p1
OG0006514	TRINITY_GG_1915_c0_g1_i3.p1	TRINITY_GG_36063_c2_g1_i14.p1	TRINITY_GG_15702_c1_g1_i2.p1	TRINITY_GG_9236_c1_g2_i2.p1
OG0006515	TRINITY_GG_1915_c3_g1_i6.p1	TRINITY_GG_36063_c1_g1_i9.p1	TRINITY_GG_15702_c7_g2_i2.p1	TRINITY_GG_9236_c0_g1_i13.p1
OG0006516	TRINITY_GG_1918_c0_g1_i9.p1	TRINITY_GG_19389_c0_g2_i2.p1	TRINITY_GG_27031_c0_g1_i9.p1	TRINITY_GG_16480_c0_g1_i6.p1
OG0006517	TRINITY_GG_1918_c1_g1_i3.p1	TRINITY_GG_19387_c0_g1_i3.p1	TRINITY_GG_27030_c0_g1_i6.p1	TRINITY_GG_16478_c0_g2_i10.p1
OG0006518	TRINITY_GG_1919_c1_g1_i15.p3	TRINITY_GG_19385_c0_g1_i10.p3	TRINITY_GG_27036_c6_g1_i6.p3	TRINITY_GG_16479_c3_g1_i16.p3
OG0006519	TRINITY_GG_19208_c0_g1_i1.p1	TRINITY_GG_1379_c0_g1_i1.p1	TRINITY_GG_28129_c0_g1_i1.p1	TRINITY_GG_16780_c0_g1_i2.p1
OG0006521	TRINITY_GG_19216_c0_g1_i1.p1	TRINITY_GG_30445_c0_g1_i7.p2	TRINITY_GG_20448_c1_g1_i10.p2	TRINITY_GG_30410_c0_g1_i12.p2
OG0006522	TRINITY_GG_19216_c2_g1_i10.p1	TRINITY_GG_30445_c0_g1_i7.p1	TRINITY_GG_20448_c1_g1_i10.p1	TRINITY_GG_30410_c0_g1_i12.p1
OG0006523	TRINITY_GG_19224_c3_g1_i1.p1	TRINITY_GG_34653_c1_g1_i1.p1	TRINITY_GG_25292_c0_g1_i2.p1	TRINITY_GG_9352_c0_g1_i1.p4
OG0006524	TRINITY_GG_19227_c0_g1_i6.p1	TRINITY_GG_34656_c4_g1_i4.p1	TRINITY_GG_25285_c7_g1_i20.p1	TRINITY_GG_9350_c4_g1_i8.p1
OG0006525	TRINITY_GG_19228_c0_g1_i52.p2	TRINITY_GG_34650_c0_g1_i8.p2	TRINITY_GG_25285_c1_g1_i22.p2	TRINITY_GG_9345_c0_g1_i23.p3
OG0006526	TRINITY_GG_19228_c0_g1_i52.p1	TRINITY_GG_34650_c0_g1_i8.p1	TRINITY_GG_25285_c1_g1_i22.p1	TRINITY_GG_9345_c0_g1_i23.p2
OG0006527	TRINITY_GG_19228_c2_g1_i8.p1	TRINITY_GG_34650_c1_g1_i10.p1	TRINITY_GG_25285_c4_g1_i7.p1	TRINITY_GG_9347_c0_g1_i1.p1
OG0006530	TRINITY_GG_19231_c0_g1_i8.p1	TRINITY_GG_34656_c0_g1_i5.p1	TRINITY_GG_25285_c0_g1_i13.p1	TRINITY_GG_9350_c1_g1_i15.p1
OG0006531	TRINITY_GG_19231_c0_g1_i8.p3	TRINITY_GG_34656_c0_g1_i5.p6	TRINITY_GG_25285_c0_g1_i13.p3	TRINITY_GG_9350_c1_g1_i15.p5
OG0006532	TRINITY_GG_19231_c0_g1_i8.p2	TRINITY_GG_34656_c0_g1_i5.p2	TRINITY_GG_25285_c0_g1_i13.p2	TRINITY_GG_9350_c1_g1_i15.p2
OG0006533	TRINITY_GG_19231_c2_g1_i2.p1	TRINITY_GG_34665_c0_g1_i2.p1	TRINITY_GG_25285_c5_g1_i3.p1	TRINITY_GG_9350_c3_g1_i1.p1
OG0006534	TRINITY_GG_19239_c0_g1_i1.p1	TRINITY_GG_34651_c0_g1_i1.p1	TRINITY_GG_25289_c1_g1_i1.p1	TRINITY_GG_9350_c2_g1_i1.p1
OG0006535	TRINITY_GG_19239_c1_g1_i6.p1	TRINITY_GG_34651_c1_g1_i4.p1	TRINITY_GG_25289_c0_g1_i3.p1	TRINITY_GG_9350_c22_g1_i5.p1
OG0006536	TRINITY_GG_19243_c0_g1_i3.p1	TRINITY_GG_34656_c3_g1_i2.p1	TRINITY_GG_25285_c9_g1_i1.p1	TRINITY_GG_9350_c6_g1_i2.p1
OG0006538	TRINITY_GG_19257_c0_g1_i1.p1	TRINITY_GG_7713_c0_g2_i1.p1	TRINITY_GG_19392_c0_g1_i1.p1	TRINITY_GG_32265_c0_g1_i1.p1
OG0006539	TRINITY_GG_19258_c1_g1_i1.p1	TRINITY_GG_21256_c1_g1_i1.p1	TRINITY_GG_19639_c1_g1_i1.p1	TRINITY_GG_541_c1_g1_i1.p1
OG0006540	TRINITY_GG_19260_c0_g1_i24.p1	TRINITY_GG_25545_c0_g4_i2.p1	TRINITY_GG_1383_c0_g1_i12.p1	TRINITY_GG_14106_c0_g1_i5.p1
OG0006541	TRINITY_GG_19261_c0_g1_i6.p1	TRINITY_GG_25544_c1_g2_i1.p1	TRINITY_GG_1381_c0_g1_i5.p1	TRINITY_GG_14109_c1_g2_i5.p1
OG0006542	TRINITY_GG_19262_c0_g1_i2.p1	TRINITY_GG_25546_c0_g1_i6.p1	TRINITY_GG_1383_c1_g1_i7.p1	TRINITY_GG_14110_c0_g3_i2.p1
OG0006544	TRINITY_GG_19262_c2_g1_i5.p1	TRINITY_GG_25544_c0_g4_i6.p1	TRINITY_GG_1381_c1_g2_i4.p1	TRINITY_GG_14109_c0_g1_i6.p1
OG0006545	TRINITY_GG_19265_c0_g1_i1.p1	TRINITY_GG_25183_c2_g1_i3.p1	TRINITY_GG_23222_c0_g1_i1.p1	TRINITY_GG_34148_c1_g1_i1.p1
OG0006546	TRINITY_GG_19265_c1_g1_i3.p1	TRINITY_GG_25183_c5_g1_i3.p1	TRINITY_GG_23223_c0_g1_i2.p1	TRINITY_GG_34148_c2_g1_i1.p1
OG0006547	TRINITY_GG_19267_c0_g1_i1.p2	TRINITY_GG_25183_c10_g5_i1.p2	TRINITY_GG_23225_c1_g1_i1.p2	TRINITY_GG_34149_c8_g1_i1.p2
OG0006548	TRINITY_GG_19267_c0_g1_i1.p1	TRINITY_GG_25183_c10_g5_i1.p1	TRINITY_GG_23225_c1_g1_i1.p1	TRINITY_GG_34149_c8_g1_i1.p1
OG0006549	TRINITY_GG_19267_c1_g1_i2.p1	TRINITY_GG_25183_c1_g1_i6.p1	TRINITY_GG_23225_c0_g1_i6.p1	TRINITY_GG_34149_c1_g1_i4.p1
OG0006550	TRINITY_GG_19268_c0_g1_i4.p1	TRINITY_GG_3212_c0_g1_i6.p1	TRINITY_GG_12963_c0_g1_i1.p1	TRINITY_GG_18991_c0_g1_i5.p1
OG0006551	TRINITY_GG_19270_c0_g2_i8.p1	TRINITY_GG_20028_c0_g1_i3.p1	TRINITY_GG_15457_c24_g1_i14.p1	TRINITY_GG_1716_c0_g1_i6.p1
OG0006552	TRINITY_GG_19270_c10_g1_i25.p1	TRINITY_GG_20028_c1_g1_i5.p1	TRINITY_GG_15457_c0_g1_i3.p1	TRINITY_GG_1716_c1_g1_i7.p1
OG0006553	TRINITY_GG_19270_c1_g1_i2.p1	TRINITY_GG_20030_c0_g1_i18.p1	TRINITY_GG_15457_c1_g1_i12.p1	TRINITY_GG_1713_c0_g2_i6.p1
OG0006554	TRINITY_GG_19270_c1_g1_i2.p2	TRINITY_GG_20030_c0_g1_i18.p2	TRINITY_GG_15457_c1_g1_i12.p2	TRINITY_GG_1713_c0_g2_i6.p2
OG0006555	TRINITY_GG_19283_c0_g1_i6.p1	TRINITY_GG_5009_c0_g1_i6.p1	TRINITY_GG_26280_c0_g1_i5.p1	TRINITY_GG_15325_c0_g1_i2.p1
OG0006556	TRINITY_GG_19283_c2_g1_i1.p5	TRINITY_GG_5009_c3_g1_i1.p5	TRINITY_GG_26280_c4_g1_i7.p5	TRINITY_GG_15325_c1_g1_i16.p5
OG0006557	TRINITY_GG_19283_c3_g1_i6.p1	TRINITY_GG_5009_c4_g2_i3.p1	TRINITY_GG_26280_c2_g2_i1.p1	TRINITY_GG_15325_c4_g1_i20.p1
OG0006558	TRINITY_GG_19283_c3_g2_i5.p1	TRINITY_GG_5009_c7_g1_i1.p1	TRINITY_GG_26280_c4_g2_i2.p1	TRINITY_GG_15325_c2_g1_i17.p1
OG0006559	TRINITY_GG_19283_c49_g2_i4.p1	TRINITY_GG_5009_c2_g1_i5.p1	TRINITY_GG_26280_c1_g1_i3.p1	TRINITY_GG_15325_c3_g1_i3.p1
OG0006560	TRINITY_GG_19283_c4_g1_i3.p1	TRINITY_GG_5009_c6_g1_i6.p1	TRINITY_GG_26280_c35_g1_i16.p1	TRINITY_GG_15325_c5_g1_i3.p1
OG0006561	TRINITY_GG_19283_c5_g1_i1.p1	TRINITY_GG_5009_c5_g2_i5.p1	TRINITY_GG_26280_c3_g1_i2.p1	TRINITY_GG_15325_c11_g1_i4.p3
OG0006562	TRINITY_GG_19283_c5_g1_i1.p2	TRINITY_GG_5009_c5_g2_i5.p2	TRINITY_GG_26280_c3_g1_i2.p2	TRINITY_GG_15325_c11_g1_i4.p1
OG0006563	TRINITY_GG_19283_c6_g1_i1.p1	TRINITY_GG_5009_c8_g1_i1.p1	TRINITY_GG_26279_c1_g1_i1.p1	TRINITY_GG_15325_c7_g1_i1.p1
OG0006564	TRINITY_GG_19290_c0_g1_i3.p1	TRINITY_GG_19588_c9_g1_i32.p3	TRINITY_GG_16422_c0_g1_i28.p2	TRINITY_GG_12044_c0_g1_i1.p3
OG0006565	TRINITY_GG_19290_c0_g2_i3.p1	TRINITY_GG_19588_c9_g1_i32.p1	TRINITY_GG_16422_c0_g1_i28.p1	TRINITY_GG_12044_c0_g1_i1.p1
OG0006566	TRINITY_GG_19290_c1_g1_i19.p3	TRINITY_GG_19588_c5_g1_i10.p3	TRINITY_GG_16422_c1_g1_i10.p2	TRINITY_GG_12044_c1_g1_i16.p3
OG0006567	TRINITY_GG_19290_c1_g1_i19.p1	TRINITY_GG_19588_c5_g1_i10.p1	TRINITY_GG_16422_c1_g1_i10.p1	TRINITY_GG_12044_c1_g1_i16.p1
OG0006568	TRINITY_GG_19290_c2_g1_i3.p1	TRINITY_GG_19588_c11_g1_i5.p1	TRINITY_GG_16422_c2_g1_i6.p1	TRINITY_GG_12044_c2_g1_i2.p1
OG0006569	TRINITY_GG_19291_c0_g1_i51.p2	TRINITY_GG_19588_c0_g1_i40.p2	TRINITY_GG_16418_c0_g1_i14.p3	TRINITY_GG_12045_c0_g1_i38.p6
OG0006570	TRINITY_GG_19291_c13_g1_i1.p1	TRINITY_GG_19588_c10_g1_i2.p1	TRINITY_GG_16418_c9_g1_i9.p1	TRINITY_GG_12045_c10_g1_i2.p1
OG0006571	TRINITY_GG_19291_c1_g1_i3.p1	TRINITY_GG_19588_c13_g2_i5.p1	TRINITY_GG_16418_c2_g2_i2.p1	TRINITY_GG_12045_c0_g1_i38.p1
OG0006572	TRINITY_GG_19291_c2_g1_i3.p1	TRINITY_GG_19588_c11_g2_i1.p1	TRINITY_GG_16418_c6_g1_i1.p1	TRINITY_GG_12045_c5_g1_i3.p1
OG0006573	TRINITY_GG_19291_c3_g1_i25.p1	TRINITY_GG_19588_c19_g1_i45.p1	TRINITY_GG_16418_c1_g1_i15.p1	TRINITY_GG_12045_c2_g2_i10.p1
OG0006574	TRINITY_GG_19291_c4_g1_i4.p3	TRINITY_GG_19588_c2_g1_i3.p1	TRINITY_GG_16418_c5_g1_i11.p1	TRINITY_GG_12045_c2_g1_i17.p1
OG0006575	TRINITY_GG_19291_c4_g1_i4.p1	TRINITY_GG_19588_c7_g1_i1.p1	TRINITY_GG_16418_c1_g2_i10.p1	TRINITY_GG_12045_c3_g2_i12.p1
OG0006576	TRINITY_GG_19291_c5_g1_i1.p1	TRINITY_GG_19588_c6_g1_i1.p1	TRINITY_GG_16418_c11_g1_i1.p1	TRINITY_GG_12045_c8_g1_i1.p1
OG0006577	TRINITY_GG_19291_c8_g1_i43.p1	TRINITY_GG_19588_c1_g1_i18.p1	TRINITY_GG_16418_c3_g1_i36.p1	TRINITY_GG_12045_c4_g1_i13.p1
OG0006578	TRINITY_GG_19291_c9_g1_i6.p1	TRINITY_GG_19588_c8_g1_i2.p1	TRINITY_GG_16418_c7_g2_i3.p1	TRINITY_GG_12045_c24_g1_i1.p1
OG0006579	TRINITY_GG_19310_c1_g2_i9.p1	TRINITY_GG_30918_c0_g1_i3.p1	TRINITY_GG_3081_c1_g1_i7.p1	TRINITY_GG_28438_c1_g1_i3.p1
OG0006580	TRINITY_GG_19312_c0_g1_i1.p1	TRINITY_GG_30912_c0_g1_i1.p1	TRINITY_GG_3087_c0_g1_i2.p1	TRINITY_GG_28431_c0_g1_i2.p1
OG0006581	TRINITY_GG_19327_c0_g1_i1.p1	TRINITY_GG_11437_c2_g1_i3.p1	TRINITY_GG_11598_c1_g2_i3.p1	TRINITY_GG_21017_c0_g1_i8.p1
OG0006582	TRINITY_GG_19327_c1_g1_i1.p1	TRINITY_GG_11437_c5_g1_i3.p1	TRINITY_GG_11598_c4_g1_i38.p1	TRINITY_GG_21017_c1_g1_i10.p1
OG0006583	TRINITY_GG_19327_c2_g1_i2.p1	TRINITY_GG_11436_c0_g1_i10.p1	TRINITY_GG_11598_c5_g1_i3.p1	TRINITY_GG_21021_c0_g1_i2.p1
OG0006584	TRINITY_GG_19328_c0_g1_i92.p1	TRINITY_GG_11437_c1_g1_i4.p1	TRINITY_GG_11598_c0_g1_i5.p1	TRINITY_GG_21013_c0_g1_i34.p1
OG0006585	TRINITY_GG_19328_c1_g1_i5.p1	TRINITY_GG_11437_c3_g1_i4.p1	TRINITY_GG_11598_c3_g3_i1.p1	TRINITY_GG_21013_c1_g1_i1.p1
OG0006586	TRINITY_GG_19328_c3_g1_i4.p1	TRINITY_GG_11437_c4_g1_i10.p2	TRINITY_GG_11598_c7_g1_i4.p1	TRINITY_GG_21017_c2_g1_i2.p1
OG0006587	TRINITY_GG_19339_c0_g1_i1.p1	TRINITY_GG_5714_c0_g1_i1.p1	TRINITY_GG_14093_c3_g1_i1.p1	TRINITY_GG_14872_c0_g1_i1.p1
OG0006588	TRINITY_GG_19340_c0_g1_i3.p1	TRINITY_GG_5715_c0_g1_i1.p1	TRINITY_GG_14093_c0_g1_i1.p1	TRINITY_GG_14873_c0_g1_i1.p1
OG0006589	TRINITY_GG_19342_c18_g1_i1.p1	TRINITY_GG_10683_c7_g1_i10.p3	TRINITY_GG_5018_c34_g1_i1.p1	TRINITY_GG_33810_c5_g1_i1.p1
OG0006590	TRINITY_GG_19342_c1_g1_i27.p1	TRINITY_GG_30165_c4_g1_i13.p1	TRINITY_GG_5018_c0_g1_i19.p1	TRINITY_GG_33810_c0_g1_i29.p1
OG0006591	TRINITY_GG_19342_c2_g1_i20.p1	TRINITY_GG_30165_c17_g1_i12.p1	TRINITY_GG_5018_c2_g1_i6.p1	TRINITY_GG_33810_c4_g1_i7.p1
OG0006592	TRINITY_GG_19342_c4_g1_i8.p1	TRINITY_GG_30165_c4_g1_i13.p2	TRINITY_GG_5018_c3_g1_i26.p1	TRINITY_GG_33810_c2_g1_i7.p1
OG0006593	TRINITY_GG_19342_c5_g1_i2.p1	TRINITY_GG_30165_c0_g1_i8.p2	TRINITY_GG_5020_c2_g3_i3.p1	TRINITY_GG_33809_c1_g1_i5.p1
OG0006594	TRINITY_GG_19342_c6_g1_i6.p1	TRINITY_GG_30165_c2_g1_i2.p1	TRINITY_GG_5020_c1_g1_i2.p1	TRINITY_GG_33810_c3_g1_i5.p1
OG0006595	TRINITY_GG_19342_c8_g5_i1.p1	TRINITY_GG_15059_c3_g1_i1.p1	TRINITY_GG_20413_c9_g2_i2.p2	TRINITY_GG_11157_c32_g1_i1.p1
OG0006596	TRINITY_GG_19347_c0_g1_i17.p1	TRINITY_GG_6498_c0_g1_i5.p1	TRINITY_GG_32471_c0_g3_i2.p1	TRINITY_GG_2379_c0_g1_i4.p1
OG0006597	TRINITY_GG_19354_c0_g2_i1.p1	TRINITY_GG_6498_c3_g1_i2.p1	TRINITY_GG_32466_c4_g1_i12.p1	TRINITY_GG_2379_c3_g1_i2.p1
OG0006598	TRINITY_GG_19356_c0_g3_i3.p1	TRINITY_GG_6498_c4_g1_i2.p1	TRINITY_GG_32466_c17_g1_i6.p1	TRINITY_GG_2377_c0_g1_i2.p1
OG0006599	TRINITY_GG_19365_c1_g2_i1.p1	TRINITY_GG_6502_c2_g3_i1.p1	TRINITY_GG_32466_c7_g2_i1.p1	TRINITY_GG_2392_c0_g1_i2.p1
OG0006600	TRINITY_GG_19366_c0_g1_i41.p1	TRINITY_GG_6486_c0_g1_i29.p1	TRINITY_GG_32470_c2_g2_i21.p1	TRINITY_GG_2376_c0_g1_i20.p1
OG0006601	TRINITY_GG_19366_c0_g1_i41.p2	TRINITY_GG_6486_c0_g1_i29.p2	TRINITY_GG_32470_c2_g2_i21.p2	TRINITY_GG_2376_c0_g1_i20.p2
OG0006602	TRINITY_GG_19366_c1_g1_i3.p1	TRINITY_GG_6486_c1_g4_i5.p1	TRINITY_GG_32470_c19_g1_i5.p1	TRINITY_GG_2376_c1_g1_i1.p1
OG0006603	TRINITY_GG_19366_c2_g1_i10.p1	TRINITY_GG_6489_c1_g1_i3.p1	TRINITY_GG_32470_c0_g1_i1.p1	TRINITY_GG_2398_c0_g1_i3.p1
OG0006604	TRINITY_GG_19366_c5_g1_i8.p2	TRINITY_GG_6496_c0_g1_i1.p2	TRINITY_GG_32470_c1_g2_i3.p2	TRINITY_GG_2397_c0_g1_i3.p2
OG0006605	TRINITY_GG_19366_c5_g1_i8.p1	TRINITY_GG_6496_c0_g1_i1.p1	TRINITY_GG_32470_c1_g2_i3.p1	TRINITY_GG_2397_c0_g1_i3.p1
OG0006606	TRINITY_GG_19366_c6_g1_i6.p1	TRINITY_GG_6496_c1_g1_i2.p1	TRINITY_GG_32470_c5_g1_i1.p1	TRINITY_GG_2384_c0_g1_i4.p1
OG0006607	TRINITY_GG_19367_c0_g1_i10.p1	TRINITY_GG_6498_c2_g1_i3.p1	TRINITY_GG_32466_c2_g1_i2.p1	TRINITY_GG_2390_c0_g2_i2.p1
OG0006608	TRINITY_GG_19370_c0_g1_i5.p3	TRINITY_GG_6490_c1_g1_i5.p1	TRINITY_GG_32466_c0_g2_i2.p1	TRINITY_GG_2383_c1_g1_i29.p1
OG0006609	TRINITY_GG_19371_c0_g1_i3.p1	TRINITY_GG_6498_c5_g1_i1.p1	TRINITY_GG_32466_c5_g2_i1.p1	TRINITY_GG_2379_c2_g1_i2.p1
OG0006610	TRINITY_GG_19378_c0_g1_i1.p2	TRINITY_GG_15872_c0_g1_i1.p2	TRINITY_GG_4405_c0_g1_i1.p2	TRINITY_GG_21468_c0_g1_i1.p2
OG0006611	TRINITY_GG_1937_c0_g1_i1.p1	TRINITY_GG_23080_c15_g1_i1.p1	TRINITY_GG_24289_c11_g1_i1.p1	TRINITY_GG_17956_c2_g1_i1.p1
OG0006612	TRINITY_GG_1938_c0_g1_i3.p1	TRINITY_GG_23080_c0_g2_i2.p1	TRINITY_GG_24289_c3_g1_i6.p1	TRINITY_GG_17956_c0_g1_i1.p1
OG0006613	TRINITY_GG_19401_c0_g1_i4.p1	TRINITY_GG_36098_c9_g1_i14.p1	TRINITY_GG_13249_c2_g1_i3.p1	TRINITY_GG_1225_c3_g1_i19.p1
OG0006614	TRINITY_GG_19401_c0_g2_i4.p1	TRINITY_GG_36098_c1_g1_i2.p1	TRINITY_GG_13249_c1_g1_i2.p1	TRINITY_GG_1225_c1_g1_i1.p1
OG0006615	TRINITY_GG_19401_c10_g1_i1.p1	TRINITY_GG_36097_c4_g1_i1.p1	TRINITY_GG_13250_c1_g1_i1.p1	TRINITY_GG_1231_c0_g1_i1.p1
OG0006616	TRINITY_GG_19401_c11_g1_i5.p2	TRINITY_GG_36097_c0_g1_i14.p3	TRINITY_GG_13249_c3_g1_i30.p3	TRINITY_GG_1224_c2_g1_i23.p2
OG0006617	TRINITY_GG_19401_c12_g1_i1.p1	TRINITY_GG_36097_c5_g1_i1.p1	TRINITY_GG_13248_c0_g1_i1.p1	TRINITY_GG_1224_c25_g1_i2.p1
OG0006618	TRINITY_GG_19401_c1_g1_i9.p3	TRINITY_GG_36097_c1_g1_i4.p2	TRINITY_GG_13250_c0_g1_i1.p2	TRINITY_GG_1227_c0_g1_i5.p2
OG0006619	TRINITY_GG_19401_c1_g1_i9.p1	TRINITY_GG_36097_c1_g1_i4.p1	TRINITY_GG_13250_c0_g1_i1.p1	TRINITY_GG_1227_c0_g1_i5.p1
